gene name,geneId,adipose tissue,adrenal gland,appendix,bone marrow,breast,cerebral cortex,"cervix, uterine",colon,duodenum,endometrium,epididymis,esophagus,fallopian tube,gallbladder,heart muscle,kidney,liver,lung,lymph node,ovary,pancreas,parathyroid gland,placenta,prostate,rectum,salivary gland,seminal vesicle,skeletal muscle,skin,small intestine,smooth muscle,spleen,stomach,testis,thyroid gland,tonsil,urinary bladder,max,min,std diviacija,mediana
THSD7A,ENSG00000005108,2.2,0.9,1,0,0.6,4.9,5.1,0.7,0.3,4.6,0.9,0.6,3,4.1,0.4,8.4,0.3,1.7,0.4,3.1,0,1.4,5.9,5.7,0.8,0.1,3,0,0.6,0.4,3.6,1.2,0.2,1.5,3.3,0.2,2.2,8.4,0,2.052663114,1
LIG3,ENSG00000005156,5.7,8.4,9.8,4.7,10.7,10.3,12,8.1,5.9,20.8,7.8,10,19.3,8.3,5,7.2,3.3,7.8,8.5,14.1,1.8,25,12,18.1,9.9,4.3,12.6,2.9,9.6,7.5,15,10.5,6.2,38.7,16.9,7.8,8.6,38.7,1.8,6.868184981,8.6
RPAP3,ENSG00000005175,11.6,14,25.6,8.2,19.5,21,19.5,11.4,13.9,23.5,17.9,15.1,23.7,19.2,10.6,13.9,7.9,15.3,34.4,23.7,1.8,25.2,18.8,20.9,14.1,4.1,17.4,8,13.3,13.9,22.5,24,10.4,29.1,23.1,26.6,18.4,34.4,1.8,7.035982858,17.9
ACSM3,ENSG00000005187,1.6,2.1,3.2,10.1,82,1,8.1,26.8,7.9,13.5,6.9,3.4,43.8,16.4,2,90.8,93.2,12.2,3.5,65.9,6.5,29.7,3.5,36.2,29,2.2,10.1,0.2,5,9.4,7.8,2.6,18.2,11.1,4.5,2.6,8.1,93.2,0.2,24.90157249,8.1
AC004381.6,ENSG00000005189,2.5,1.9,2.2,7.1,4.3,3.7,2.5,2,3,2.7,1.4,2.7,6.7,2.5,2.3,1.3,0.9,1.5,3.5,1.6,0.3,18.9,2,8.6,3.4,0.3,1.7,0.3,2.7,2.3,3.9,1.4,3.9,618.5,1.5,2.3,1.7,618.5,0.3,99.84500113,2.3
CIAPIN1,ENSG00000005194,21.7,31.5,27.3,12.8,22.5,40,22.5,29.6,22.4,24,18.6,27.8,25.5,25.8,24.4,32.7,12.8,27.3,27.2,13.4,3.2,43.4,45.5,25.4,28.1,6.9,22.3,11.5,27.6,19.9,31,22,18.1,129,30.5,30.1,23.6,129,3.2,19.06701495,25.4
SPPL2B,ENSG00000005206,14.5,13.6,21.9,18.7,6.7,20.5,10.1,19.4,41.9,17.7,5.5,8.5,18.8,16.6,5.5,9.6,3.4,13,24,9.7,6.3,21.9,15.1,17.2,10.1,10.4,14,5.5,23.3,39.8,8.8,26.4,28.8,49.1,12.4,9.3,7.2,49.1,3.4,10.33965185,14
FAM214B,ENSG00000005238,14.4,11.1,16.7,24.5,6.9,21,9.5,11.4,10.4,10.1,8.5,17.1,8.8,18.4,10.5,7.9,2.3,17.7,7.7,8.2,1.1,14.9,14.4,12.3,11.5,3.6,13.5,2.9,12.3,11.4,16.1,20.7,9.7,9.8,14,6.5,11.1,24.5,1.1,5.18221378,11.1
COPZ2,ENSG00000005243,73.1,24.8,15.9,0.6,36.9,8.7,56.7,12.2,6.3,37.3,26.6,18,23,36.1,29.7,14.9,16.2,19.7,6.6,8.9,4.2,24.8,32.3,37.1,16.5,6.4,50.8,24.5,41.1,7.9,66.5,11.2,4.7,21.1,33.2,6.2,21.8,73.1,0.6,17.29332978,21.1
PRKAR2B,ENSG00000005249,139.4,39.1,6.4,8.3,15.6,20.8,6.6,6.6,3.6,10.5,5.3,12.3,6,7.7,8.3,5.7,1.2,4.7,4.2,32.5,1.8,11,21.5,12.3,7.5,4,6.1,0.4,1.4,5.3,7.5,22.7,4.8,22.9,2.1,3.6,8.4,139.4,0.4,22.70624844,6.6
MSL3,ENSG00000005302,17.6,14.4,48.3,20,18.8,25.3,15.9,11.9,12.7,20.4,12.4,16.5,17.6,24.4,7,9.2,6,24.1,59.8,12.2,1.6,15.5,20.2,17.9,16.2,4.8,16.7,13.6,23.7,14.7,21,43.7,13.3,29.6,19.8,36.8,23.8,59.8,1.6,11.55060451,17.6
CREBBP,ENSG00000005339,19.7,14.1,22.9,34.1,19.7,22.1,32.5,13.9,12.6,43.8,15.1,18.2,37.1,26.2,9.4,13.5,7.4,23.8,21,46.2,6.2,46.5,24.1,26.4,15.5,7.3,22.8,10.2,23.4,15.3,29.5,28.8,15.4,61.7,39.1,19.2,17.5,61.7,6.2,12.30250439,21
TSPOAP1,ENSG00000005379,4.4,19.7,9.2,30.9,12.6,69.1,18.1,6.3,5.7,41.9,11.5,9.2,54.5,14.5,6.7,9,2.1,20.1,16.7,41.2,3.8,34.2,3.6,33.9,5.8,13,34.7,4.5,9.8,8.2,16.1,20.2,11.6,3.6,23.8,6.4,6.3,69.1,2.1,15.30893407,11.6
MPO,ENSG00000005381,0.2,0.5,0.9,2499.6,0.2,1,0,0.1,0,0.3,1.4,0.1,0.3,0.5,0.1,0,0.5,0.5,1.7,0,0,0,2,0.2,0.2,30.6,0.2,0.2,5.1,0.2,0.4,3.2,0.1,0.8,0.3,0.2,1,2499.6,0,405.1321124,0.3
PON1,ENSG00000005421,0,3.3,0,0,0,0.5,0.2,0.1,0,0,0,0,0.1,1.5,0,0.2,233.6,0.1,0,0.3,0,0,0,0.5,0,0,0,0,0.1,0.1,0,0,0,0.5,0,0,0,233.6,0,37.85177716,0
GCFC2,ENSG00000005436,10.1,7.8,4.6,4.4,11.3,11.1,5.6,5.9,3.4,15.1,12.3,10.2,9.2,6.9,6.6,8.3,6.8,7,8.9,11.3,1.5,8.4,9.2,9.8,3.8,3.3,7.6,6.6,17,5.4,8.7,9.5,5.7,11.3,16.5,5.7,7.8,17,1.5,3.46636768,7.8
WDR54,ENSG00000005448,3.7,9.3,8.9,4.2,6.3,17.1,10,4.3,3.1,13.3,6.8,3.4,113.2,13.2,2.5,9.3,0.5,14.6,13.2,11.6,1.3,40.7,9.1,8.6,4.4,1.9,14,0.4,4.5,3.9,11.6,11.3,6.4,48.2,11,10.2,8.7,113.2,0.4,19.21126442,8.9
CROT,ENSG00000005469,5.9,12.6,8.4,2.1,20.9,13.3,12.9,12.6,32.4,13.2,22.8,17.6,17.5,22.3,4.4,18.2,18.2,9.9,7.2,10.8,1.4,38.3,27.3,34.4,12.3,2.4,39.4,4,29.4,25.5,12.8,7.5,6.5,6.4,68.4,7.8,36.3,68.4,1.4,13.58264318,12.9
ABCB4,ENSG00000005471,0.9,10.7,3.7,0.6,0.5,0.5,0.4,0.7,0.4,0.4,0.8,0.9,0.3,1.4,4.7,0.8,69.3,0.3,7.8,0.7,0,0.3,0.3,0.9,1.4,0.3,0.5,2.8,1.9,1,0.5,7.5,0.6,1.8,0.9,5.2,1.6,69.3,0,11.20686292,0.8
KMT2E,ENSG00000005483,23.9,18.8,35.1,42.9,24.9,41,40.2,25.6,19.4,51.7,23.7,23.2,37.7,35.6,12.3,19.2,7.8,38.6,33.3,50.7,4.3,40.6,35.3,36.6,28.7,9.4,30,4.8,31.5,21.5,37.9,41,22.4,32.5,41.9,28.1,29.3,51.7,4.3,11.8236284,30
RHBDD2,ENSG00000005486,28.7,133.1,25.6,17.6,29,219.3,50.8,23.8,37.5,26.7,75.5,30.7,72.3,38.6,19.1,39,17.5,67.9,20.1,28.4,10.2,258.6,26.1,49.1,18.9,21,145.7,3.8,34.7,28.3,19.1,23,29.6,49.9,116.2,12.8,23.3,258.6,3.8,55.263486,28.7
SOX8,ENSG00000005513,0.9,0.7,1.3,0,2,109.9,0.4,0.5,0.1,0.3,0.2,0.2,0.3,0.9,0.6,0.1,0,0.1,2.4,0.1,0.1,0.1,0.7,0.7,0.6,3.8,0.6,0.1,0.4,0.2,0.4,1.4,0.7,2,0.3,2.2,0.2,109.9,0,17.72490005,0.4
IBTK,ENSG00000005700,7.8,16,10.9,2.3,9.6,10.6,13.6,8.4,8.3,11.7,5.5,8.2,12.2,9.6,6.5,11,11.3,10.4,7.8,10.8,1.9,21.4,9,12.4,11.3,3.2,10.2,6,4.1,9.3,10.6,8.9,10.7,7.4,17.1,6.5,8.5,21.4,1.9,3.811090655,9.6
ZNF195,ENSG00000005801,8.6,8.8,10.2,8,18.4,18.2,13.6,11.2,9.9,15.7,21.3,6.1,14.3,12.5,4.6,11.2,3.6,13.9,15.3,7.9,1.8,9.6,10.3,15.3,15.1,3.1,9.1,3.3,11.7,10.3,11.8,16,9.2,9.4,19,11,10.6,21.3,1.8,4.581108985,10.6
MYCBP2,ENSG00000005810,34.7,19.4,25.4,20.7,32,47.4,25.2,11.5,9,20.4,36.3,18.5,17.4,19.6,8,14.6,7.8,21.4,44.9,31.1,2.6,25.4,15.7,32.3,14,6.6,18.5,6.2,82.7,8.7,17.7,41.6,11.2,31.5,21.7,34.6,15.7,82.7,2.6,14.9316759,19.6
FBXL3,ENSG00000005812,50,33.1,32.6,43.3,53.8,45.1,48.8,27.5,24.3,52.4,28.2,31,44.9,38.3,16.5,40.7,16,44.8,37.5,55.1,4.4,36.4,46.7,48.6,27.6,9.7,36.9,10.6,36.4,28.1,41.1,43.2,20.7,56.4,80.8,28.8,31.7,80.8,4.4,14.94625433,36.9
ITGAL,ENSG00000005844,5.9,3.3,52.5,26.7,3.2,2.5,4.5,6.4,6.7,4.5,2.6,3.1,5,13.2,1.3,1.1,5.2,34.6,79,2.1,0.1,0.8,4.8,4.3,9.5,3.4,2,0.4,2.4,12.8,5.9,80.9,8.8,2.6,2.9,45.6,13.2,80.9,0.1,19.98349611,4.5
PDK2,ENSG00000005882,43.9,50.2,11.6,3.1,15.4,52.5,23.6,22.9,28.2,37.5,151.5,23.8,40,27.9,65.4,65.1,26.7,23,11.4,59.4,7.5,46.4,21.2,34.7,23.3,11.2,38.5,75.1,22.1,33.8,39,17.7,17.3,19.8,45.8,8.4,18.4,151.5,3.1,26.18209147,26.7
ITGA3,ENSG00000005884,10.3,23,13.2,0.2,13.4,9.6,14.3,25.2,30.4,19.7,14.3,12.5,39.7,27.7,5.8,21.9,0.5,99,3.4,13.3,2.1,34.9,38.6,23,16.7,4,22.2,1.8,36.3,29.4,22.8,10.9,23.2,3.9,50.1,5.8,35.1,99,0.2,18.07278645,16.7
ZFX,ENSG00000005889,16.1,9.6,12.7,20.5,14.6,12.6,20.1,8.8,7.3,28.3,13.7,8.9,21.7,12.3,6.6,10.1,6,14.1,14.9,23.7,2.2,33.2,22.4,27.4,7.6,3.5,18.4,5.5,11.6,6.1,24.5,19,8.1,9.9,20.9,10.9,7.9,33.2,2.2,7.444824068,12.6
LAMP2,ENSG00000005893,79.6,92.3,76.7,55,109.2,201.1,153.5,61.2,84.9,107.9,143.1,92.7,115.8,223.2,35.5,189.4,144.1,126.4,57.1,87.5,19.2,145.3,127.1,190.7,69.9,71.3,141.2,41,107,77.3,100.9,85.3,75.5,76.2,183,48.8,83,223.2,19.2,48.62131785,92.3
ITGA2B,ENSG00000005961,0.5,0.2,0.4,11.2,0.7,2.3,1.2,0.2,0,1.8,29.3,0.3,2.9,1,0.2,0.3,0.1,1.5,0.6,2.4,0,0.1,1.8,0.8,0.2,0,2,0.3,0.1,0.6,0.4,3,0.1,4.4,4.1,0.2,0.2,29.3,0,4.967589624,0.5
ASB4,ENSG00000005981,0.2,50.2,0.4,0.5,0.6,1,0.2,0.2,0.4,0.3,0.4,0.3,0.6,0.4,1.3,0.2,0.8,1,0.4,0.4,0.1,0.1,2.8,0.5,0.1,0.2,0.4,11.5,0.6,0.5,0.2,0.5,0.7,0.7,0.6,0.2,0.1,50.2,0.1,8.21707588,0.4
GDE1,ENSG00000006007,29.9,26.2,20.7,16.1,25.7,42.5,32,39.5,29.2,22.6,32.8,19.6,26.2,27.4,26.9,27.7,12.5,42,12.5,13.3,4.9,67.9,28.1,41.7,44.1,11.6,40.8,21.1,27.8,29.5,37.1,18.2,23.9,25.4,32,13.5,25,67.9,4.9,11.70732697,26.9
C19orf60,ENSG00000006015,18.3,7,7.4,4.3,4.3,13,3.7,9,5.9,4.5,0.5,0.8,4,2.8,2.2,8.9,6.8,7.5,3.1,6,1.4,1.8,4.7,11.5,1.1,5,8.5,22.2,4.6,9.8,3.1,19.5,11.9,2.5,1.9,1.7,0.9,22.2,0.5,5.220471587,4.6
CRLF1,ENSG00000006016,10.1,6.8,1.2,0,1.2,17.2,0.9,1.4,0.5,2.7,1,4.7,3.1,2,3.5,0.7,0.1,2.6,0.4,0.1,0.7,0.4,16.8,0.7,0.4,1.2,8.8,6.7,9.8,0.2,2.2,0.3,0.2,1.2,1.1,0.2,1.9,17.2,0,4.297113714,1.2
OSBPL7,ENSG00000006025,2.8,3.1,6.4,4.5,2.4,8,6.2,11.5,22.5,7.1,2,2.1,7.8,8.1,2.4,2,0.2,7.9,8.5,6.4,1.7,6.4,3.4,7.3,9.5,3.3,8.7,7,1.3,24.7,5.2,11.3,33.1,1.3,7.4,3.5,4.9,33.1,0.2,6.640544391,6.4
TMEM98,ENSG00000006042,22.5,48.5,22.7,2.7,55.7,66.9,103.6,89.8,103.1,168.3,90.7,31,158.1,147.4,22.3,37.6,14,87.9,6.5,238.1,18.6,33.4,40.3,130.8,104.9,22.9,33.5,1.3,21.1,131.9,94,23.7,97.7,40.1,80.1,7.1,63.6,238.1,1.3,54.29240463,48.5
YBX2,ENSG00000006047,6,0,0.5,0.4,0.7,1.1,0.7,3.6,2.3,1.4,0.3,0.6,0.3,0.1,0.5,0.2,0.2,0.1,0.1,0.1,0,0.8,0.1,0.7,0.9,0.3,2.7,1.6,0,4.6,1.7,0,0.4,385.4,0.5,0,0.4,385.4,0,62.35853202,0.5
KRT33A,ENSG00000006059,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,1.6,0,0.339982383,0
MAP3K14,ENSG00000006062,5,7.4,18.2,4.4,5.2,5.6,6.6,6,9.7,10.1,3.1,9.1,11,10.7,4.9,3.4,4.3,11.8,22.8,6.9,1.9,9.3,4.6,8.9,6.4,3.9,7.4,3.3,11.7,11.7,9,18.8,6.5,14.5,4.5,15.5,9.4,22.8,1.9,4.703859752,7.4
ABCC8,ENSG00000006071,0.5,7.5,0,0,3,11.3,2.6,0.3,1.3,2.8,2.6,0.1,0.6,0.1,1.1,0.1,0,0.4,0,0.1,4.4,0.3,0.9,2.5,0.5,0,3.5,0.4,0,0.7,0.5,0,2.6,0.5,6.4,0,0,11.3,0,2.417899529,0.5
CACNG3,ENSG00000006116,0,1.5,0,0.1,0,42.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,42.5,0,6.887748622,0
TMEM132A,ENSG00000006118,3.2,6.9,12.4,0.2,4.4,94.2,19.2,2.4,2.6,22.9,1.5,3.2,3.8,8.7,2.2,2.3,0.2,5.7,1.9,7.3,0.6,1,25,5.2,1.2,9.7,2.6,1.3,1.1,1.9,5.5,2.4,7.6,5,1.9,5,5,94.2,0.2,15.52477273,3.2
AP2B1,ENSG00000006125,54.1,52.5,53.3,31.3,77,204.5,89.6,69.1,35.1,74.1,87.7,30.2,82.2,72.1,46.9,78.8,19,81.7,46.7,76.5,7,265.4,102.2,71,96.2,12.9,75.3,18.8,28.7,38.8,86.4,61.6,44.2,172.3,119.1,43.8,49.7,265.4,7,50.77923142,69.1
TAC1,ENSG00000006128,2.2,9.8,13.2,0,2.1,77.7,0.6,4.2,7.2,1.1,1.8,0,0.6,9,0.1,1.7,0.1,0,0,0,0.1,0,0,1.4,3.4,2.3,2.6,0,1.3,10.3,9,47,0.7,0.7,0.4,0,0.1,77.7,0,14.42598905,1.1
ZNF263,ENSG00000006194,21.3,22,22.5,11.6,29.8,32.5,24.1,17.1,14.7,38.1,28.3,17.3,36.7,27.2,8,15.7,9.1,29.3,26.8,34.6,4.6,58.2,29.6,33.6,18.9,8.2,28.8,4.9,26.1,17.1,27.6,30.3,18.5,33.7,34.6,19.6,19.1,58.2,4.6,10.72038125,24.1
CX3CL1,ENSG00000006210,35.5,5.3,7.4,0,58.3,100.1,23.7,7.5,5.1,19,10.5,15.6,24.7,31.8,10.9,20.6,7.8,69.3,9.7,5.6,2.7,6.8,5.6,47.9,5.9,25.3,62.8,2.3,8.7,7.1,15.7,1.7,6,6.6,26.7,5.7,18.7,100.1,0,21.83282321,9.7
SPATA20,ENSG00000006282,8,22.8,7.4,1.9,4.3,13.9,11.9,8.8,7,13.9,9.3,8.3,15.5,13.9,19.3,8.5,4.3,7.6,5.3,18.2,3.2,13.1,6.6,17.6,3.9,6.4,11.4,5.3,7.2,8,8.3,15.4,17,97.7,24.8,2,8.4,97.7,1.9,15.2460353,8.4
CACNA1G,ENSG00000006283,0.6,0.3,0.2,0.2,0.5,10.5,8.5,0.2,0.2,5.2,0.2,0.5,3.7,0.5,0.5,0.1,0.1,0.2,0.4,1.7,0,0,0.6,1.4,0.1,0.1,0.6,0,1.8,0.1,1,0.2,0.2,1,0.5,0.2,0.2,10.5,0,2.254070257,0.3
TNFRSF12A,ENSG00000006327,31.8,34.4,41.3,5,16.1,10.4,20.7,9.2,37.6,46.5,1.4,8.6,6.2,92,46.5,22.4,23,50,2.9,2.2,25.4,199,49.9,26.4,5,6.4,22.9,4.4,6.2,24.2,45.7,7.6,21.8,7.7,13.1,3,19,199,1.4,34.38647215,20.7
DLX6,ENSG00000006377,0.3,0.1,0,0.2,0.1,0.9,3,0,0,4.4,1,0,0.8,0.1,0.1,0,0,0,0.4,0.3,0,0.1,4.3,0.2,0,0.2,1.2,0,0.6,0,0.4,0.2,0,5.4,0.1,0.2,0.2,5.4,0,1.319677451,0.2
MAP3K9,ENSG00000006432,0.1,1.3,1.3,0.4,1.7,9.6,0.9,1.5,1.5,0.7,1.9,5.6,1.6,0.6,0.3,1.6,0.3,2.9,1.6,0.7,0.4,5.3,0.9,1.5,1.6,0.7,0.7,0.3,4.8,1.6,0.3,1.3,1.6,10.1,4.4,3.3,1.1,10.1,0.1,2.317570325,1.5
RALA,ENSG00000006451,29.6,40.8,27,4.5,28.6,45.5,34.1,29.7,31.6,33.3,23.5,57.2,30.8,41.1,10.9,20.9,10.6,60.3,23.6,26.5,3.2,25.6,45.2,24.1,33.3,6.9,21.6,8.6,30.8,33,29.8,25.3,30.9,23.2,28,30.7,23.8,60.3,3.2,12.51199687,28.6
BAIAP2L1,ENSG00000006453,2.7,11,8.2,0.2,7.3,0.6,8.3,22.9,28.9,4.8,1.7,13.6,18.7,24.7,1,5,9.9,16.1,1.6,0.8,3.2,12.9,14.8,32.8,23.5,6.1,3.7,0.8,23.8,28.1,4,1.1,55.2,12.7,22,4.3,10.7,55.2,0.2,11.73069432,8.3
KDM7A,ENSG00000006459,7.3,2.8,9,10.5,5.4,5.7,14.2,8.1,8,11,1.6,7.6,4.7,7,2.6,3.9,3.4,6.9,8.2,2.5,0.9,8.2,12.8,5.2,10,1.5,2.9,0.9,5.3,9,6.3,7.5,8.7,14,4.5,7.3,5.4,14.2,0.9,3.428763734,6.9
ETV1,ENSG00000006468,5.6,30,2.8,0.1,10.1,106.3,3.5,4,2.2,7.4,2.8,3,2.6,27.4,23.3,3.5,2,43.1,1.6,1.8,0.6,33.5,5.1,9,4.8,36.9,17.6,0.2,1.2,3.9,5.2,12.5,2.6,16.5,20.5,1.8,4,106.3,0.1,19.29437596,4
AGK,ENSG00000006530,11.7,17.1,13.1,4.9,14.6,21.5,14.1,10.2,7.5,20,22.3,11.7,21.1,12.1,18.6,18.9,6.2,12,14.5,14.2,1.5,26.9,16.3,17.8,16.3,4.4,15.8,2.6,7.7,7.4,24.5,13.3,7.9,12.7,17.4,16.7,11.4,26.9,1.5,5.960545957,14.1
ALDH3B1,ENSG00000006534,6.9,18.2,14.7,30.7,3.2,3.4,13.8,8.7,23.9,4.8,1.1,7,64.4,13.9,2.3,16.7,1.8,67.7,6,2.1,1.4,0.8,16.9,3,7.2,3.1,5.9,0.6,3.6,19.9,8.2,18.8,20.1,3.9,3.1,2.4,14.6,67.7,0.6,14.92822712,6.9
TTC22,ENSG00000006555,0.2,1.3,3.2,0.9,3.3,0.3,4,12.6,16,2.6,3.3,40.6,5.6,4.3,0.1,5.4,0.6,3.3,1.9,0.3,1.1,19.4,0.3,5.3,12.3,3.6,2.4,0.2,22.7,19.5,1.1,2,13.1,0.8,4.9,6.7,3,40.6,0.1,8.275266112,3.3
PHTF2,ENSG00000006576,9.2,6.3,17.6,7.8,8.8,12.2,13.5,5.8,4,14.6,6.3,9.5,7.7,16.9,8.6,6.1,3.2,11.4,21,10.2,0.9,62,15.6,11,7.3,1.3,11.1,39.1,8.1,5.4,17.2,17.7,4.1,18.5,10.9,16.2,13.1,62,0.9,10.71196228,10.2
CCL26,ENSG00000006606,0.8,3.1,0.8,0.1,0.5,0.1,3.1,0.8,0.5,0.7,2.3,1.2,1.6,1.9,1.3,0.5,0,0.6,3,12,0,7.4,0.6,0.4,7.6,0,0.5,0,1.6,0.9,2.1,0.2,0.2,2.6,0.1,0.3,1,12,0,2.442645227,0.8
FARP2,ENSG00000006607,10.6,10.8,15.3,3.4,10.9,15.1,12.3,22.3,20.3,15.5,8.8,15.4,15,15.8,4.6,9.9,7.3,13.8,13.9,12,2,21.9,13,13.5,23.5,3.5,14.2,3.2,24.4,21,17.1,15.8,19.6,37.9,8.5,12.6,11.6,37.9,2,6.941944373,13.8
USH1C,ENSG00000006611,0.5,0.4,7.5,0,0.1,12.6,0.3,51.6,99.2,0.3,0.4,0,4.8,40.6,0,55.4,0.2,0,0.1,0,0.8,0.2,0,0,53.2,0,0.4,0,0,106.9,3.3,0,26.6,0.3,1.8,0,0,106.9,0,26.77893703,0.3
GGCT,ENSG00000006625,44.3,24.6,37.6,13.5,54.7,35,27.4,37,30.8,28.4,125.5,44.7,38.2,40.1,8.3,32.4,17.8,23,31.4,17.6,4.5,41.1,48.9,38.9,42.7,13.4,21.7,5.7,65.3,28.6,30.1,18.8,20.9,19.6,31.5,28.7,29.8,125.5,4.5,20.29300239,30.1
DBF4,ENSG00000006634,0,0.2,0.3,0.3,0.2,0.3,0.2,0.1,0.2,0.3,0.3,0.1,0.2,0.5,0,0.1,0,0.1,0.4,0.2,0,0.2,0.1,0.2,0.2,0,0.1,0,0.3,0.2,0.1,0.3,0.1,21.4,0.4,0.3,0.2,21.4,0,3.442301199,0.2
TBXA2R,ENSG00000006638,4,4.2,2.1,0.5,0.2,0.5,1.6,0.8,1,1.9,0.5,1.7,1.2,1.5,1.1,1.3,1.2,2.2,1.1,0.7,0.1,1.3,4.7,1.3,0.5,0.2,2,0.4,0.8,1.6,2.6,5.2,0.6,0.7,1,0.3,1.3,5.2,0.1,1.231904818,1.2
IFRD1,ENSG00000006652,42.8,60.6,40.4,129.9,35.4,45.3,23.7,22.8,42.5,51,33.9,27.1,23.5,49.7,17.5,24.6,12.6,37.6,22.3,29.4,39.9,50.8,48.3,55.5,27.6,13.9,29.9,14.9,33,38.4,40.1,36.7,26.5,68.8,51.7,14.8,27.5,129.9,12.6,20.48630892,35.4
LGALS14,ENSG00000006659,0.1,0,0.5,0.3,0.5,0.1,0.3,0.1,0.4,0.3,0.4,0,0.1,0.2,0,0,0,0.3,0.4,0.2,0.1,0,69,0.3,0.1,0,0,0,1.2,0.1,0.3,0.5,0.3,0.4,0.2,0.5,0.1,69,0,11.15422072,0.2
COX10,ENSG00000006695,8.8,6.6,8.9,7.5,8.1,8.1,8.8,13.9,14.3,10.3,6.2,13.4,11.3,8.3,17.4,13,5.3,7.4,8.6,6.5,2.2,16.1,11.6,10.2,15.6,3.2,9.2,15.8,7,13.1,12.3,6.5,8,43.1,12.7,8.6,8.9,43.1,2.2,6.450744998,8.9
GTF2IRD1,ENSG00000006704,3.9,8.6,4.6,0.4,8.2,8.6,9.7,5.8,7.7,12.9,10.4,19.2,11.8,9,5.5,8.7,1.4,8,1.1,10.8,2.2,34.9,8.2,12.3,6.2,5.4,11.5,10.5,20.2,6.3,12.6,2.4,6.2,7.7,29,4.9,8.9,34.9,0.4,6.911859786,8.2
PAF1,ENSG00000006712,34.6,42.8,37.3,25.3,30.3,47.9,41,21.8,24.4,45.1,36.6,27.6,48.1,39.7,22.5,29.7,19,36.5,36,50.5,5.6,70.5,32.2,51.9,24,12.5,42,20.6,26.1,26.1,36.7,45,23.4,87.1,50.5,30.9,28.7,87.1,5.6,15.07688114,34.6
VPS41,ENSG00000006715,26.4,23.3,27.8,8.1,27.7,96.8,40.8,25.1,17.4,40.1,18.2,27.1,38.6,57.6,16.7,33.4,13.7,37.6,29.1,39,4.9,57.1,33.5,38.1,22.1,5.4,35.5,2.7,19.2,21.2,37.1,32.5,20.1,29.8,52,23.7,27.9,96.8,2.7,17.0455772,27.8
ARHGAP44,ENSG00000006740,2.1,2.7,3,0,1.9,33.4,2.9,15.4,7.4,4.7,3.8,1.3,16.2,8.4,2.8,2.9,0.3,18.1,2.1,5.5,0.8,51.6,13.9,5.1,13.1,2.3,5.7,0.8,1.3,8.3,4.6,1.2,3.2,4.2,10.9,1.5,1.7,51.6,0,9.902339779,3.2
ELAC2,ENSG00000006744,31.1,38,30,13.3,29.5,30.5,32.2,25.9,21.1,39.4,19.8,33.7,40,32,24.7,30.5,15.9,28.2,30.6,23.5,4.8,55.1,32.9,42.1,35.2,8.6,44.6,20.1,27.3,20.8,47,36.8,19.3,49.3,41.6,32.3,24.9,55.1,4.8,10.81092703,30.5
SCIN,ENSG00000006747,1.5,1.4,1.8,0.9,1.1,8.3,2,18.3,27,2.3,0.9,15.2,5.2,4.4,0.2,52,0.2,6.3,0.7,1,0.2,1.9,110.4,5.3,17.7,0.4,1.6,0.1,4.6,51.7,1.7,0.7,19,13,1.9,4,2.5,110.4,0.1,20.73518833,2
ARSD,ENSG00000006756,8.3,10.2,8.2,3.2,30.2,5.2,36,20.3,21.2,18.7,19.3,8.5,45.3,18,3.2,42.3,20.8,25.3,4,23,5,22.9,12.4,31.3,16.1,6.9,18.8,0.6,8.5,16.9,11.3,10,27.5,7.1,35.3,3.9,11.3,45.3,0.6,11.35494666,16.1
PNPLA4,ENSG00000006757,22.4,36.4,12.9,5.8,28.4,14,21.1,15.2,19.2,23.4,22.2,22.9,39.7,14.9,27.3,44.3,20.6,14.7,12.4,27.5,6.1,34.2,11.6,20.8,13.6,12.5,15.3,27.1,17.8,12.6,17.9,13,17.6,14.8,50.2,9.3,12.2,50.2,5.8,10.06530394,17.8
MYH13,ENSG00000006788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0.5,0,0,0,0.2,0.5,0.3,0,0,0,0.7,0,0.163329134,0
ADIPOR2,ENSG00000006831,77.1,75.2,28.4,11.9,35.8,73,26.5,33.5,43.9,32.4,19.6,46.3,28.6,30.1,17.1,26.8,54.2,38.8,22.1,27.8,12.2,55.2,36.8,34.7,38.5,8.3,32.9,16.2,29.7,43,34.7,24,49.4,57.2,59.9,22.8,16.6,77.1,8.3,17.24698765,32.9
CDKL3,ENSG00000006837,0.7,0.8,0.7,0.1,0.7,3.2,0.9,0.5,0.5,1.8,0.7,0.7,1.8,1,1.6,1.6,0.4,0.7,0.8,0.9,0.1,1.4,0.6,1.2,0.7,0.1,1.2,1.1,0.8,0.7,2.3,1,0.4,28.9,2.1,0.8,0.9,28.9,0.1,4.570259881,0.8
